January - December 2019 Contiguous U.S. County Precipitation
Units: Inches
Missing: -99,Rank out of 128 Years
"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
OK-027,"Cleveland County",44.08,112,9.27,34.81
OK-029,"Coal County",50.22,111,8.75,41.47
OK-031,"Comanche County",29.77,65,-0.23,30
OK-033,"Cotton County",29.97,68,-0.07,30.04
OK-035,"Craig County",70.54,128,28.41,42.13
OK-037,"Creek County",55.47,126,17.9,37.57
OK-039,"Custer County",36.28,119,9.62,26.66
OK-041,"Delaware County",79.06,128,35.43,43.63
OK-043,"Dewey County",32.91,112,6.5,26.41
OK-045,"Ellis County",27.72,108,4.27,23.45
OK-047,"Garfield County",47.02,126,16.5,30.52
OK-049,"Garvin County",39.68,87,3.78,35.9
OK-051,"Grady County",38.49,104,6.01,32.48
OK-053,"Grant County",44.66,126,14.94,29.72
OK-055,"Greer County",29.24,100,3.98,25.26
OK-057,"Harmon County",26.52,91,2.33,24.19
OK-059,"Harper County",29.25,116,6.06,23.19
OK-061,"Haskell County",58.65,118,14.37,44.28
OK-063,"Hughes County",50.5,109,9.36,41.14
OK-065,"Jackson County",28.47,92,3.02,25.45
OK-067,"Jefferson County",34.1,80,1.46,32.64
OK-069,"Johnston County",51.39,115,11.77,39.62
OK-071,"Kay County",49.09,126,15.88,33.21
OK-073,"Kingfisher County",46.0,126,16.81,29.19
OK-075,"Kiowa County",31.96,97,4.52,27.44
OK-077,"Latimer County",58.91,115,12.24,46.67
OK-079,"Le Flore County",63.49,121,16.13,47.36
OK-081,"Lincoln County",49.59,121,13.75,35.84
OK-083,"Logan County",48.59,126,16.97,31.62
OK-085,"Love County",42.23,101,6.28,35.95
OK-087,"McClain County",40.68,101,6.13,34.55
OK-089,"McCurtain County",61.96,113,12.4,49.56
OK-091,"McIntosh County",53.47,115,11.59,41.88
OK-093,"Major County",37.62,122,10.06,27.56
OK-095,"Marshall County",49.62,114,11.08,38.54
OK-097,"Mayes County",74.42,128,32.43,41.99
OK-099,"Murray County",44.74,104,6.53,38.21
OK-101,"Muskogee County",53.99,116,11.64,42.35
OK-103,"Noble County",51.82,126,18.68,33.14
OK-105,"Nowata County",58.07,125,18.6,39.47
OK-107,"Okfuskee County",51.93,118,13.3,38.63
OK-109,"Oklahoma County",48.54,124,15.57,32.97
OK-111,"Okmulgee County",56.72,123,16.94,39.78
OK-113,"Osage County",56.05,128,20.07,35.98
OK-115,"Ottawa County",75.96,128,33.58,42.38
OK-117,"Pawnee County",57.32,127,22.13,35.19
OK-119,"Payne County",53.51,126,19.09,34.42
OK-121,"Pittsburg County",54.1,112,9.55,44.55
OK-123,"Pontotoc County",49.67,117,10.19,39.48
OK-125,"Pottawatomie County",47.53,117,11.05,36.48
OK-127,"Pushmataha County",57.89,106,9.33,48.56
OK-129,"Roger Mills County",29.77,108,5.15,24.62
OK-131,"Rogers County",64.94,128,25.4,39.54
OK-133,"Seminole County",48.69,115,10.49,38.2
OK-135,"Sequoyah County",66.3,124,21.42,44.88
OK-137,"Stephens County",35.26,82,2.17,33.09
OK-139,"Texas County",19.73,95,1.57,18.16
OK-141,"Tillman County",26.57,66,-0.5,27.07
OK-143,"Tulsa County",60.55,128,22.08,38.47
OK-145,"Wagoner County",59.76,126,18.76,41
OK-147,"Washington County",57.66,128,19.89,37.77
OK-149,"Washita County",37.32,118,10.33,26.99
OK-151,"Woods County",34.64,124,8.87,25.77
OK-153,"Woodward County",31.19,114,6.2,24.99
OR-001,"Baker County",21.84,84,0.73,21.11
OR-003,"Benton County",48.69,25,-9.34,58.03
OR-005,"Clackamas County",55.51,6,-18.67,74.18
OR-007,"Clatsop County",61.17,4,-27.7,88.87
OR-009,"Columbia County",42.59,8,-13.69,56.28
OR-011,"Coos County",65.99,65,-2.76,68.75
OR-013,"Crook County",16.67,103,2.03,14.64
OR-015,"Curry County",83.78,69,-2.2,85.98
OR-017,"Deschutes County",22.61,66,-0.99,23.6
OR-019,"Douglas County",49.93,54,-3.25,53.18
OR-021,"Gilliam County",11.37,70,0.18,11.19
OR-023,"Grant County",22.67,94,1.95,20.72
OR-025,"Harney County",14.85,101,2.02,12.83
OR-027,"Hood River County",41.82,7,-16.48,58.3
OR-029,"Jackson County",36.03,72,-0.72,36.75
OR-031,"Jefferson County",19.15,88,0.83,18.32
OR-033,"Josephine County",56.45,79,2.21,54.24
OR-035,"Klamath County",27.28,76,0.26,27.02
OR-037,"Lake County",15.74,92,1.35,14.39
OR-039,"Lane County",54.48,28,-9.39,63.87
OR-041,"Lincoln County",69.92,15,-19.74,89.66
OR-043,"Linn County",55.91,16,-13.53,69.44
OR-045,"Malheur County",15.83,115,3.28,12.55
OR-047,"Marion County",48.64,10,-14.81,63.45
OR-049,"Morrow County",14.48,79,0.41,14.07
OR-051,"Multnomah County",45.28,7,-17.04,62.32
OR-053,"Polk County",48.79,10,-17.7,66.49
OR-055,"Sherman County",12.16,50,-0.94,13.1
OR-057,"Tillamook County",71.28,5,-29.59,100.87
OR-059,"Umatilla County",20.89,73,0.53,20.36
OR-061,"Union County",29.46,73,0.74,28.72
OR-063,"Wallowa County",27.38,67,-0.03,27.41
OR-065,"Wasco County",17.99,35,-2.14,20.13
OR-067,"Washington County",40.76,8,-14.86,55.62
OR-069,"Wheeler County",18.96,111,2.96,16
OR-071,"Yamhill County",44.04,9,-16.69,60.73
PA-001,"Adams County",50.38,114,8.09,42.29
PA-003,"Allegheny County",52.6,126,14.24,38.36
PA-005,"Armstrong County",54.14,125,11.95,42.19
PA-007,"Beaver County",55.34,127,17.3,38.04
PA-009,"Bedford County",44.78,114,6.66,38.12
PA-011,"Berks County",56.86,123,12.59,44.27
PA-013,"Blair County",45.02,108,5.41,39.61
PA-015,"Bradford County",44.69,118,7.81,36.88
PA-017,"Bucks County",53.43,111,7.93,45.5
PA-019,"Butler County",54.52,126,13.83,40.69
PA-021,"Cambria County",49.64,109,6.17,43.47
PA-023,"Cameron County",53.52,124,12.29,41.23
PA-025,"Carbon County",56.93,110,8.38,48.55
PA-027,"Centre County",47.77,115,6.88,40.89
PA-029,"Chester County",51.61,108,6.69,44.92
PA-031,"Clarion County",52.16,118,9.03,43.13
PA-033,"Clearfield County",48.54,114,6.39,42.15
PA-035,"Clinton County",51.35,122,10.82,40.53
PA-037,"Columbia County",49.07,113,6.59,42.48
PA-039,"Crawford County",55.08,124,12.28,42.8
PA-041,"Cumberland County",50.6,117,9.11,41.49
PA-043,"Dauphin County",50.56,114,7.46,43.1
PA-045,"Delaware County",48.1,94,3.82,44.28
PA-047,"Elk County",53.99,122,10.99,43
PA-049,"Erie County",50.96,120,8.01,42.95
PA-051,"Fayette County",52.62,116,8.0,44.62
PA-053,"Forest County",53.51,121,9.75,43.76
PA-055,"Franklin County",46.61,112,6.15,40.46
PA-057,"Fulton County",43.72,108,4.86,38.86
PA-059,"Greene County",48.82,119,7.83,40.99
PA-061,"Huntingdon County",44.19,110,4.88,39.31
PA-063,"Indiana County",50.69,113,6.74,43.95
PA-065,"Jefferson County",49.44,113,5.96,43.48
PA-067,"Juniata County",45.09,95,3.5,41.59
PA-069,"Lackawanna County",53.64,123,11.5,42.14
PA-071,"Lancaster County",50.57,115,8.61,41.96
PA-073,"Lawrence County",51.99,125,13.2,38.79
PA-075,"Lebanon County",54.63,120,11.21,43.42
PA-077,"Lehigh County",58.81,123,13.34,45.47
PA-079,"Luzerne County",51.84,116,8.92,42.92
PA-081,"Lycoming County",49.84,121,8.46,41.38
PA-083,"McKean County",51.19,114,7.87,43.32
PA-085,"Mercer County",54.24,127,13.43,40.81
PA-087,"Mifflin County",44.32,94,3.47,40.85
PA-089,"Monroe County",58.15,111,10.22,47.93
PA-091,"Montgomery County",53.82,115,9.0,44.82
PA-093,"Montour County",48.09,117,6.94,41.15
PA-095,"Northampton County",58.62,121,12.85,45.77
PA-097,"Northumberland County",47.43,109,6.02,41.41
PA-099,"Perry County",48.51,111,5.88,42.63
PA-101,"Philadelphia County",51.0,109,6.85,44.15
PA-103,"Pike County",51.45,108,7.16,44.29
PA-105,"Potter County",49.03,119,8.96,40.07
PA-107,"Schuylkill County",54.48,114,7.95,46.53
PA-109,"Snyder County",48.23,105,5.79,42.44
PA-111,"Somerset County",51.81,117,8.32,43.49
PA-113,"Sullivan County",51.98,117,8.05,43.93
PA-115,"Susquehanna County",49.73,119,8.98,40.75
PA-117,"Tioga County",45.32,121,8.97,36.35
PA-119,"Union County",48.25,115,6.89,41.36
PA-121,"Venango County",57.32,128,15.19,42.13
PA-123,"Warren County",53.15,120,9.55,43.6
PA-125,"Washington County",49.47,123,10.24,39.23
PA-127,"Wayne County",49.44,106,6.81,42.63
PA-129,"Westmoreland County",54.04,124,11.73,42.31
PA-131,"Wyoming County",51.92,123,11.36,40.56
PA-133,"York County",48.23,111,6.81,41.42
RI-001,"Bristol County",54.14,113,9.4,44.74
RI-003,"Kent County",57.37,119,11.45,45.92
RI-005,"Newport County",53.95,119,10.75,43.2
RI-007,"Providence County",56.45,115,10.12,46.33
RI-009,"Washington County",59.09,125,15.25,43.84
SC-001,"Abbeville County",41.25,34,-6.65,47.9
SC-003,"Aiken County",46.73,78,1.23,45.5
SC-005,"Allendale County",45.31,56,-1.04,46.35
SC-007,"Anderson County",42.65,33,-6.26,48.91
SC-009,"Bamberg County",43.79,48,-2.84,46.63
SC-011,"Barnwell County",45.34,64,-0.79,46.13
SC-013,"Beaufort County",48.21,63,0.12,48.09
SC-015,"Berkeley County",46.37,53,-2.1,48.47
SC-017,"Calhoun County",41.43,33,-4.61,46.04
SC-019,"Charleston County",46.19,48,-2.21,48.4
SC-021,"Cherokee County",38.65,15,-10.27,48.92
SC-023,"Chester County",42.71,46,-3.37,46.08
SC-025,"Chesterfield County",44.43,58,-1.39,45.82
SC-027,"Clarendon County",47.27,72,-0.48,47.75
SC-029,"Colleton County",46.62,61,-1.05,47.67
SC-031,"Darlington County",46.91,78,1.11,45.8
SC-033,"Dillon County",44.82,60,-0.97,45.79
SC-035,"Dorchester County",45.42,49,-2.3,47.72
SC-037,"Edgefield County",46.08,72,0.31,45.77
SC-039,"Fairfield County",41.25,38,-4.25,45.5
SC-041,"Florence County",46.84,73,-0.22,47.06
SC-043,"Georgetown County",47.95,56,-1.55,49.5
SC-045,"Greenville County",54.7,65,-0.96,55.66
SC-047,"Greenwood County",41.42,35,-5.49,46.91
SC-049,"Hampton County",48.09,76,1.01,47.08
SC-051,"Horry County",50.82,87,1.99,48.83
SC-053,"Jasper County",49.41,73,1.19,48.22
SC-055,"Kershaw County",40.62,37,-5.15,45.77
SC-057,"Lancaster County",37.91,20,-7.57,45.48
SC-059,"Laurens County",42.56,38,-5.31,47.87
SC-061,"Lee County",48.59,81,2.32,46.27
SC-063,"Lexington County",44.48,65,-1.18,45.66
SC-065,"McCormick County",43.23,47,-3.38,46.61
SC-067,"Marion County",46.55,68,-0.74,47.29
SC-069,"Marlboro County",44.42,56,-1.45,45.87
SC-071,"Newberry County",46.75,76,0.77,45.98
SC-073,"Oconee County",60.89,65,0.03,60.86
SC-075,"Orangeburg County",41.98,31,-4.69,46.67
SC-077,"Pickens County",58.66,65,-0.16,58.82
SC-079,"Richland County",41.59,38,-3.7,45.29
SC-081,"Saluda County",46.71,78,0.68,46.03
SC-083,"Spartanburg County",48.56,52,-2.69,51.25
SC-085,"Sumter County",47.85,79,1.47,46.38
SC-087,"Union County",46.5,60,-1.48,47.98
SC-089,"Williamsburg County",45.84,50,-2.75,48.59
SC-091,"York County",43.83,52,-3.02,46.85
SD-003,"Aurora County",39.91,128,18.5,21.41
SD-005,"Beadle County",37.2,128,16.95,20.25
SD-007,"Bennett County",33.98,128,15.66,18.32
SD-009,"Bon Homme County",34.26,125,10.19,24.07
SD-011,"Brookings County",40.66,128,17.57,23.09
SD-013,"Brown County",29.4,124,9.27,20.13
SD-015,"Brule County",37.93,128,17.83,20.1
SD-017,"Buffalo County",35.11,128,16.25,18.86
SD-019,"Butte County",24.39,126,8.88,15.51
SD-021,"Campbell County",27.84,128,10.66,17.18
SD-023,"Charles Mix County",37.41,128,14.99,22.42
SD-025,"Clark County",36.78,128,14.97,21.81
SD-027,"Clay County",34.06,120,8.64,25.42
SD-029,"Codington County",36.41,128,13.54,22.87
SD-031,"Corson County",29.29,128,12.41,16.88
SD-033,"Custer County",26.07,126,8.25,17.82
SD-035,"Davison County",42.89,128,21.15,21.74
SD-037,"Day County",34.01,128,12.34,21.67
SD-039,"Deuel County",37.16,128,13.32,23.84
SD-041,"Dewey County",29.16,128,12.23,16.93
SD-043,"Douglas County",40.91,128,18.55,22.36
SD-045,"Edmunds County",28.17,127,9.23,18.94
SD-047,"Fall River County",21.5,117,4.86,16.64
SD-049,"Faulk County",30.36,128,11.48,18.88
SD-051,"Grant County",34.64,127,11.38,23.26
SD-053,"Gregory County",37.14,128,15.42,21.72
SD-055,"Haakon County",26.08,126,9.04,17.04
SD-057,"Hamlin County",38.04,128,15.39,22.65
SD-059,"Hand County",35.47,128,16.14,19.33
SD-061,"Hanson County",41.68,128,19.48,22.2
SD-063,"Harding County",23.8,127,9.23,14.57
SD-065,"Hughes County",29.13,128,11.95,17.18
SD-067,"Hutchinson County",38.64,128,15.05,23.59
SD-069,"Hyde County",32.19,128,14.09,18.1
SD-071,"Jackson County",29.14,127,11.77,17.37
SD-073,"Jerauld County",37.57,128,16.8,20.77
SD-075,"Jones County",28.98,128,11.6,17.38
SD-077,"Kingsbury County",40.7,128,18.42,22.28
SD-079,"Lake County",41.74,128,18.1,23.64
SD-081,"Lawrence County",32.27,119,8.35,23.92
SD-083,"Lincoln County",41.62,127,15.97,25.65
SD-085,"Lyman County",33.68,128,15.37,18.31
SD-087,"McCook County",40.22,128,16.36,23.86
SD-089,"McPherson County",28.01,127,9.26,18.75
SD-091,"Marshall County",34.13,127,13.03,21.1
SD-093,"Meade County",27.78,127,10.86,16.92
SD-095,"Mellette County",30.81,128,12.54,18.27
SD-097,"Miner County",41.31,128,19.27,22.04
SD-099,"Minnehaha County",40.47,128,15.41,25.06
SD-101,"Moody County",41.7,128,17.78,23.92
SD-102,"Oglala Lakota County",26.28,127,9.04,17.24
SD-103,"Pennington County",28.08,127,10.15,17.93
SD-105,"Perkins County",25.63,128,9.81,15.82
SD-107,"Potter County",28.63,128,10.95,17.68
SD-109,"Roberts County",34.41,128,12.4,22.01
SD-111,"Sanborn County",39.64,128,18.56,21.08
SD-115,"Spink County",33.74,128,13.75,19.99
SD-117,"Stanley County",28.59,128,11.98,16.61
SD-119,"Sully County",28.13,128,11.43,16.7
SD-121,"Todd County",34.38,128,14.91,19.47
SD-123,"Tripp County",32.72,127,12.67,20.05
SD-125,"Turner County",37.6,125,12.49,25.11
SD-127,"Union County",35.04,121,9.07,25.97
SD-129,"Walworth County",27.68,127,9.71,17.97
SD-135,"Yankton County",35.01,125,10.27,24.74
SD-137,"Ziebach County",28.81,127,12.52,16.29
TN-001,"Anderson County",71.95,128,19.85,52.1
TN-003,"Bedford County",64.47,117,11.35,53.12
TN-005,"Benton County",59.74,108,8.86,50.88
TN-007,"Bledsoe County",68.81,119,12.79,56.02
TN-009,"Blount County",67.82,125,14.04,53.78
TN-011,"Bradley County",62.41,107,10.03,52.38
TN-013,"Campbell County",72.61,128,21.0,51.61
TN-015,"Cannon County",67.29,121,13.19,54.1
TN-017,"Carroll County",66.23,121,15.29,50.94
TN-019,"Carter County",57.55,120,10.0,47.55
TN-021,"Cheatham County",59.99,117,11.0,48.99
TN-023,"Chester County",69.75,124,18.12,51.63
TN-025,"Claiborne County",68.18,128,17.9,50.28
TN-027,"Clay County",64.02,123,11.54,52.48
TN-029,"Cocke County",60.35,125,12.49,47.86
TN-031,"Coffee County",69.36,123,14.99,54.37
TN-033,"Crockett County",70.36,126,20.22,50.14
TN-035,"Cumberland County",72.18,125,17.16,55.02
TN-037,"Davidson County",64.81,127,16.4,48.41
TN-039,"Decatur County",68.05,123,15.82,52.23
TN-041,"DeKalb County",65.85,123,12.61,53.24
TN-043,"Dickson County",60.59,118,10.38,50.21
TN-045,"Dyer County",66.83,125,18.34,48.49
TN-047,"Fayette County",68.25,123,16.17,52.08
TN-049,"Fentress County",71.0,126,17.94,53.06
TN-051,"Franklin County",74.05,126,19.53,54.52
TN-053,"Gibson County",69.81,126,19.46,50.35
TN-055,"Giles County",68.02,119,13.99,54.03
TN-057,"Grainger County",62.84,127,15.21,47.63
TN-059,"Greene County",57.14,126,13.0,44.14
TN-061,"Grundy County",75.56,125,18.69,56.87
TN-063,"Hamblen County",58.33,125,13.02,45.31
TN-065,"Hamilton County",63.14,102,8.57,54.57
TN-067,"Hancock County",62.74,127,14.31,48.43
TN-069,"Hardeman County",67.1,122,14.6,52.5
TN-071,"Hardin County",69.99,124,17.75,52.24
TN-073,"Hawkins County",59.42,127,13.54,45.88
TN-075,"Haywood County",68.67,126,18.0,50.67
TN-077,"Henderson County",69.42,125,17.87,51.55
TN-079,"Henry County",58.75,106,8.56,50.19
TN-081,"Hickman County",65.55,120,13.63,51.92
TN-083,"Houston County",58.7,108,8.36,50.34
TN-085,"Humphreys County",62.03,115,10.62,51.41
TN-087,"Jackson County",66.25,124,12.96,53.29
TN-089,"Jefferson County",59.94,125,14.11,45.83
TN-091,"Johnson County",57.06,117,8.12,48.94
TN-093,"Knox County",65.43,126,16.17,49.26
TN-095,"Lake County",68.5,126,20.22,48.28
TN-097,"Lauderdale County",66.8,125,17.49,49.31
TN-099,"Lawrence County",69.97,123,15.56,54.41
TN-101,"Lewis County",68.64,121,15.44,53.2
TN-103,"Lincoln County",71.94,126,17.56,54.38
TN-105,"Loudon County",67.43,125,15.78,51.65
TN-107,"McMinn County",68.12,121,15.43,52.69
TN-109,"McNairy County",69.32,123,17.16,52.16
TN-111,"Macon County",68.0,125,15.3,52.7
TN-113,"Madison County",70.76,125,19.52,51.24
TN-115,"Marion County",73.22,120,16.49,56.73
TN-117,"Marshall County",66.21,120,13.43,52.78
TN-119,"Maury County",62.92,113,11.37,51.55
TN-121,"Meigs County",68.88,122,15.25,53.63
TN-123,"Monroe County",68.63,119,12.97,55.66
TN-125,"Montgomery County",59.2,113,10.32,48.88
TN-127,"Moore County",72.59,125,18.08,54.51
TN-129,"Morgan County",71.98,127,18.96,53.02
TN-131,"Obion County",69.93,126,20.32,49.61
TN-133,"Overton County",68.58,125,14.99,53.59
TN-135,"Perry County",68.36,124,15.55,52.81
TN-137,"Pickett County",67.81,126,15.42,52.39
TN-139,"Polk County",66.3,114,11.71,54.59
TN-141,"Putnam County",70.96,126,16.42,54.54
TN-143,"Rhea County",71.44,123,16.12,55.32
TN-145,"Roane County",70.12,127,17.76,52.36
TN-147,"Robertson County",66.04,125,17.09,48.95
TN-149,"Rutherford County",66.02,122,14.96,51.06
TN-151,"Scott County",72.3,127,19.7,52.6
TN-153,"Sequatchie County",69.83,113,12.57,57.26
TN-155,"Sevier County",67.95,124,13.48,54.47
TN-157,"Shelby County",74.7,128,24.01,50.69
TN-159,"Smith County",65.36,124,12.54,52.82
TN-161,"Stewart County",58.35,104,8.56,49.79
TN-163,"Sullivan County",58.21,126,14.32,43.89
TN-165,"Sumner County",68.14,126,18.02,50.12
TN-167,"Tipton County",70.3,127,20.18,50.12
TN-169,"Trousdale County",67.13,126,15.3,51.83
TN-171,"Unicoi County",57.6,118,8.87,48.73
TN-173,"Union County",67.71,128,18.3,49.41
TN-175,"Van Buren County",65.68,118,11.04,54.64
TN-177,"Warren County",69.8,125,16.03,53.77
TN-179,"Washington County",56.28,124,12.15,44.13
TN-181,"Wayne County",73.44,127,19.42,54.02
TN-183,"Weakley County",65.0,119,14.5,50.5
TN-185,"White County",68.82,123,14.53,54.29
TN-187,"Williamson County",62.31,120,12.27,50.04
TN-189,"Wilson County",68.05,126,16.51,51.54
TX-001,"Anderson County",47.13,98,5.57,41.56
TX-003,"Andrews County",14.03,60,-0.63,14.66
TX-005,"Angelina County",49.56,71,0.96,48.6
TX-007,"Aransas County",29.7,47,-4.05,33.75
TX-009,"Archer County",29.23,78,1.55,27.68
TX-011,"Armstrong County",24.35,99,3.47,20.88
TX-013,"Atascosa County",18.85,22,-7.81,26.66
TX-015,"Austin County",36.95,46,-4.1,41.05
TX-017,"Bailey County",21.7,107,4.27,17.43
TX-019,"Bandera County",20.11,11,-9.77,29.88
TX-021,"Bastrop County",31.28,45,-3.79,35.07
TX-023,"Baylor County",25.35,68,-0.2,25.55
TX-025,"Bee County",20.61,14,-9.57,30.18
TX-027,"Bell County",28.26,36,-4.75,33.01
TX-029,"Bexar County",22.16,28,-7.54,29.7
TX-031,"Blanco County",26.57,43,-4.49,31.06
TX-033,"Borden County",20.22,80,1.38,18.84
TX-035,"Bosque County",30.96,55,-1.26,32.22
TX-037,"Bowie County",54.71,98,7.01,47.7
TX-039,"Brazoria County",55.57,104,10.2,45.37
TX-041,"Brazos County",37.63,56,-1.9,39.53
TX-043,"Brewster County",13.74,78,0.66,13.08
TX-045,"Briscoe County",19.9,57,-0.99,20.89
TX-047,"Brooks County",18.03,27,-5.71,23.74
TX-049,"Brown County",25.36,56,-1.42,26.78
TX-051,"Burleson County",36.83,63,-0.76,37.59
TX-053,"Burnet County",24.58,29,-5.66,30.24
TX-055,"Caldwell County",24.3,19,-9.14,33.44
TX-057,"Calhoun County",32.01,37,-5.87,37.88
TX-059,"Callahan County",28.48,87,2.67,25.81
TX-061,"Cameron County",26.68,83,1.86,24.82
TX-063,"Camp County",51.98,100,7.46,44.52
TX-065,"Carson County",26.74,116,6.07,20.67
TX-067,"Cass County",53.03,96,5.67,47.36
TX-069,"Castro County",21.76,98,3.14,18.62
TX-071,"Chambers County",70.85,118,21.24,49.61
TX-073,"Cherokee County",48.99,95,4.51,44.48
TX-075,"Childress County",23.64,78,1.07,22.57
TX-077,"Clay County",32.3,82,2.26,30.04
TX-079,"Cochran County",16.88,62,-0.6,17.48
TX-081,"Coke County",18.55,43,-3.4,21.95
TX-083,"Coleman County",25.14,63,-0.76,25.9
TX-085,"Collin County",43.02,92,4.99,38.03
TX-087,"Collingsworth County",26.01,96,2.77,23.24
TX-089,"Colorado County",36.14,50,-4.33,40.47
TX-091,"Comal County",24.33,26,-8.21,32.54
TX-093,"Comanche County",27.08,58,-1.18,28.26
TX-095,"Concho County",19.14,29,-4.88,24.02
TX-097,"Cooke County",40.83,94,5.24,35.59
TX-099,"Coryell County",26.92,32,-4.66,31.58
TX-101,"Cottle County",22.58,72,0.18,22.4
TX-103,"Crane County",13.28,71,0.16,13.12
TX-105,"Crockett County",15.86,45,-2.22,18.08
TX-107,"Crosby County",21.12,79,0.81,20.31
TX-109,"Culberson County",9.69,37,-2.21,11.9
TX-111,"Dallam County",13.68,36,-2.93,16.61
TX-113,"Dallas County",41.09,95,4.64,36.45
TX-115,"Dawson County",17.24,65,-0.16,17.4
TX-117,"Deaf Smith County",21.85,102,3.54,18.31
TX-119,"Delta County",57.18,119,14.08,43.1
TX-121,"Denton County",38.83,85,3.89,34.94
TX-123,"DeWitt County",25.81,24,-8.79,34.6
TX-125,"Dickens County",22.59,80,1.02,21.57
TX-127,"Dimmit County",10.17,3,-10.94,21.11
TX-129,"Donley County",23.55,82,1.6,21.95
TX-131,"Duval County",14.76,9,-8.97,23.73
TX-133,"Eastland County",29.97,80,2.39,27.58
TX-135,"Ector County",14.53,76,0.73,13.8
TX-137,"Edwards County",19.21,36,-4.33,23.54
TX-139,"Ellis County",40.95,90,4.48,36.47
TX-141,"El Paso County",9.09,69,0.3,8.79
TX-143,"Erath County",29.4,60,-0.31,29.71
TX-145,"Falls County",38.01,80,2.99,35.02
TX-147,"Fannin County",46.76,96,5.62,41.14
TX-149,"Fayette County",33.19,48,-4.26,37.45
TX-151,"Fisher County",22.37,70,0.42,21.95
TX-153,"Floyd County",20.59,71,-0.08,20.67
TX-155,"Foard County",23.28,62,-0.97,24.25
TX-157,"Fort Bend County",47.59,80,3.44,44.15
TX-159,"Franklin County",52.72,108,8.71,44.01
TX-161,"Freestone County",38.62,63,-0.41,39.03
TX-163,"Frio County",15.07,10,-9.11,24.18
TX-165,"Gaines County",14.56,52,-1.39,15.95
TX-167,"Galveston County",62.77,113,15.6,47.17
TX-169,"Garza County",20.54,81,1.03,19.51
TX-171,"Gillespie County",23.51,29,-5.54,29.05
TX-173,"Glasscock County",17.49,65,-0.23,17.72
TX-175,"Goliad County",22.33,13,-10.87,33.2
TX-177,"Gonzales County",24.02,18,-9.78,33.8
TX-179,"Gray County",27.09,112,4.92,22.17
TX-181,"Grayson County",45.98,106,7.73,38.25
TX-183,"Gregg County",49.15,92,4.06,45.09
TX-185,"Grimes County",39.17,52,-2.7,41.87
TX-187,"Guadalupe County",24.18,27,-7.67,31.85
TX-189,"Hale County",19.49,76,0.1,19.39
TX-191,"Hall County",21.0,65,-0.19,21.19
TX-193,"Hamilton County",24.74,25,-5.16,29.9
TX-195,"Hansford County",24.73,118,5.67,19.06
TX-197,"Hardeman County",24.88,74,0.42,24.46
TX-199,"Hardin County",76.5,121,24.13,52.37
TX-201,"Harris County",52.44,89,5.97,46.47
TX-203,"Harrison County",52.94,97,5.78,47.16
TX-205,"Hartley County",17.12,72,-0.22,17.34
TX-207,"Haskell County",25.43,76,1.35,24.08
TX-209,"Hays County",27.4,37,-5.61,33.01
TX-211,"Hemphill County",26.94,107,4.43,22.51
TX-213,"Henderson County",42.46,72,1.48,40.98
TX-215,"Hidalgo County",22.41,64,-0.36,22.77
TX-217,"Hill County",35.11,67,0.28,34.83
TX-219,"Hockley County",17.24,59,-0.96,18.2
TX-221,"Hood County",36.06,92,4.95,31.11
TX-223,"Hopkins County",55.03,116,12.27,42.76
TX-225,"Houston County",42.51,57,-1.67,44.18
TX-227,"Howard County",19.96,79,1.43,18.53
TX-229,"Hudspeth County",10.13,60,-0.17,10.3
TX-231,"Hunt County",46.98,100,6.43,40.55
TX-233,"Hutchinson County",25.43,116,6.01,19.42
TX-235,"Irion County",18.8,58,-1.17,19.97
TX-237,"Jack County",32.4,77,2.38,30.02
TX-239,"Jackson County",34.23,39,-5.57,39.8
TX-241,"Jasper County",66.83,111,12.73,54.1
TX-243,"Jeff Davis County",13.97,60,-0.79,14.76
TX-245,"Jefferson County",77.62,122,25.32,52.3
TX-247,"Jim Hogg County",18.33,40,-3.51,21.84
TX-249,"Jim Wells County",17.01,10,-9.32,26.33
TX-251,"Johnson County",35.62,78,2.1,33.52
TX-253,"Jones County",24.29,72,0.78,23.51
TX-255,"Karnes County",21.3,18,-8.89,30.19
TX-257,"Kaufman County",42.68,82,3.31,39.37
TX-259,"Kendall County",23.98,27,-7.26,31.24
TX-261,"Kenedy County",22.31,45,-3.25,25.56
TX-263,"Kent County",22.61,83,1.84,20.77
TX-265,"Kerr County",20.19,15,-8.42,28.61
TX-267,"Kimble County",17.68,15,-8.04,25.72
TX-269,"King County",22.28,70,-0.34,22.62
TX-271,"Kinney County",20.16,58,-1.35,21.51
TX-273,"Kleberg County",17.16,13,-9.66,26.82
TX-275,"Knox County",23.03,59,-1.02,24.05
TX-277,"Lamar County",57.93,116,13.64,44.29
TX-279,"Lamb County",21.89,99,3.47,18.42
TX-281,"Lampasas County",22.51,17,-6.98,29.49
TX-283,"La Salle County",13.8,6,-8.35,22.15
TX-285,"Lavaca County",30.17,29,-7.51,37.68
TX-287,"Lee County",34.69,59,-1.54,36.23
TX-289,"Leon County",40.9,66,0.22,40.68
TX-291,"Liberty County",68.53,118,18.94,49.59
TX-293,"Limestone County",38.67,74,1.33,37.34
TX-295,"Lipscomb County",27.65,112,5.77,21.88
TX-297,"Live Oak County",20.63,32,-6.27,26.9
TX-299,"Llano County",20.24,15,-8.14,28.38
